run; iterations; problem; colony size; Setup rand Kernel; read map; Distance Kernel; Iroulete ; Route ; Pheromone; Copy Data; Total Time ;
 29; 15; 2; 2048; 0.00193; 3.90001; 0.00001; 0.37559;  4.245333e-06; 7.826200e-06; 96.93207;  101.209869 ;  
 0; 15; 2; 4096; 0.00248; 8.57132; 0.00001; 0.37765;  4.691600e-06; 8.055467e-06; 109.49846;  118.450193 ;  
 1; 15; 2; 4096; 0.00256; 8.57413; 0.00002; 0.37743;  4.349600e-06; 7.559333e-06; 109.51629;  118.470687 ;  
 2; 15; 2; 4096; 0.00206; 8.57824; 0.00002; 0.37929;  4.659733e-06; 8.081667e-06; 109.12186;  118.081762 ;  
 3; 15; 2; 4096; 0.00209; 8.56210; 0.00002; 0.37856;  4.812867e-06; 7.943333e-06; 109.29273;  118.235787 ;  
 4; 15; 2; 4096; 0.00203; 8.57638; 0.00002; 0.37731;  4.543333e-06; 7.834000e-06; 108.79115;  117.747159 ;  
 5; 15; 2; 4096; 0.00206; 8.56886; 0.00002; 0.37856;  5.177333e-06; 8.925400e-06; 108.88471;  117.834503 ;  
 6; 15; 2; 4096; 0.00205; 8.56693; 0.00002; 0.38253;  4.578733e-06; 7.949867e-06; 109.59783;  118.549638 ;  
 7; 15; 2; 4096; 0.00240; 8.57542; 0.00002; 0.37813;  4.696400e-06; 8.451867e-06; 109.41573;  118.371997 ;  
 8; 15; 2; 4096; 0.00218; 8.57492; 0.00002; 0.37828;  4.381333e-06; 7.929200e-06; 109.54429;  118.499971 ;  
 9; 15; 2; 4096; 0.00237; 8.57402; 0.00002; 0.37860;  4.469067e-06; 7.876800e-06; 109.06045;  118.015741 ;  
 10; 15; 2; 4096; 0.01691; 8.57769; 0.00002; 0.37918;  4.703267e-06; 8.922000e-06; 0.04666;  9.020762 ;  
 11; 15; 2; 4096; 0.00003; 0.01245; 0.00000; 0.00000;  2.300667e-07; 4.178000e-07; 0.00000;  0.012504 ;  
 12; 15; 2; 4096; 0.00002; 0.01165; 0.00000; 0.00000;  2.113333e-07; 3.914000e-07; 0.00000;  0.011689 ;  
 13; 15; 2; 4096; 0.00002; 0.01149; 0.00000; 0.00000;  1.134600e-06; 4.046667e-07; 0.00000;  0.011552 ;  
 14; 15; 2; 4096; 0.00003; 0.01225; 0.00000; 0.00000;  2.112000e-07; 3.922667e-07; 0.00000;  0.012301 ;  
 15; 15; 2; 4096; 0.00002; 0.01147; 0.00000; 0.00000;  2.089333e-07; 3.883333e-07; 0.00000;  0.011508 ;  
 16; 15; 2; 4096; 0.00002; 0.01151; 0.00000; 0.00000;  2.116667e-07; 3.950667e-07; 0.00000;  0.011555 ;  
 17; 15; 2; 4096; 0.00002; 0.01229; 0.00000; 0.00000;  2.118000e-07; 3.896667e-07; 0.00000;  0.012329 ;  
 18; 15; 2; 4096; 0.00002; 0.01180; 0.00000; 0.00000;  2.135333e-07; 3.997333e-07; 0.00000;  0.011842 ;  
 19; 15; 2; 4096; 0.00002; 0.01199; 0.00000; 0.00000;  2.210667e-07; 3.993333e-07; 0.00000;  0.012030 ;  
 20; 15; 2; 4096; 0.00004; 0.01250; 0.00000; 0.00000;  2.157333e-07; 4.028000e-07; 0.00000;  0.012564 ;  
 21; 15; 2; 4096; 0.00002; 0.01152; 0.00000; 0.00000;  2.182000e-07; 4.027333e-07; 0.00000;  0.011556 ;  
 22; 15; 2; 4096; 0.00002; 0.01193; 0.00000; 0.00000;  2.179333e-07; 4.035333e-07; 0.00000;  0.011974 ;  
 23; 15; 2; 4096; 0.00002; 0.01231; 0.00000; 0.00000;  2.179333e-07; 4.028000e-07; 0.00000;  0.012353 ;  
 24; 15; 2; 4096; 0.00002; 0.01129; 0.00000; 0.00000;  2.104000e-07; 3.912667e-07; 0.00000;  0.011330 ;  
 25; 15; 2; 4096; 0.00002; 0.01121; 0.00000; 0.00000;  7.326000e-07; 4.075333e-07; 0.00000;  0.011260 ;  
 26; 15; 2; 4096; 0.00003; 0.01184; 0.00000; 0.00000;  2.164667e-07; 3.954000e-07; 0.00000;  0.011885 ;  
 27; 15; 2; 4096; 0.00002; 0.01126; 0.00000; 0.00000;  2.125333e-07; 3.947333e-07; 0.00000;  0.011302 ;  
 28; 15; 2; 4096; 0.00002; 0.01125; 0.00000; 0.00000;  2.110000e-07; 3.898000e-07; 0.00000;  0.011291 ;  
 29; 15; 2; 4096; 0.00002; 0.01186; 0.00000; 0.00000;  2.123333e-07; 3.905333e-07; 0.00000;  0.011909 ;  
 0; 15; 2; 8192; 0.00002; 0.01122; 0.00000; 0.00000;  2.110667e-07; 3.910000e-07; 0.00000;  0.011261 ;  
 1; 15; 2; 8192; 0.00002; 0.01136; 0.00000; 0.00000;  2.170667e-07; 4.034667e-07; 0.00000;  0.011403 ;  
 2; 15; 2; 8192; 0.00002; 0.01184; 0.00000; 0.00000;  2.086667e-07; 3.886000e-07; 0.00000;  0.011879 ;  
 3; 15; 2; 8192; 0.00002; 0.01126; 0.00000; 0.00000;  2.101333e-07; 3.895333e-07; 0.00000;  0.011302 ;  
 4; 15; 2; 8192; 0.00002; 0.01123; 0.00000; 0.00000;  2.112000e-07; 3.918000e-07; 0.00000;  0.011269 ;  
 5; 15; 2; 8192; 0.00002; 0.01186; 0.00000; 0.00000;  2.104000e-07; 3.904000e-07; 0.00000;  0.011904 ;  
 6; 15; 2; 8192; 0.00002; 0.01130; 0.00000; 0.00000;  2.100000e-07; 3.887333e-07; 0.00000;  0.011337 ;  
 7; 15; 2; 8192; 0.00002; 0.01123; 0.00000; 0.00000;  2.095333e-07; 3.954667e-07; 0.00000;  0.011275 ;  
 8; 15; 2; 8192; 0.00002; 0.01190; 0.00000; 0.00000;  2.158667e-07; 4.024667e-07; 0.00000;  0.011965 ;  
 9; 15; 2; 8192; 0.00003; 0.01126; 0.00000; 0.00000;  2.118667e-07; 3.904667e-07; 0.00000;  0.011311 ;  
 10; 15; 2; 8192; 0.00002; 0.01175; 0.00000; 0.00000;  2.171333e-07; 4.018000e-07; 0.00000;  0.011794 ;  
 11; 15; 2; 8192; 0.00002; 0.01220; 0.00000; 0.00000;  2.164667e-07; 4.024000e-07; 0.00000;  0.012239 ;  
 12; 15; 2; 8192; 0.00002; 0.01210; 0.00000; 0.00000;  2.240000e-07; 4.158667e-07; 0.00000;  0.012139 ;  
 13; 15; 2; 8192; 0.00002; 0.01228; 0.00000; 0.00000;  2.182667e-07; 4.044000e-07; 0.00000;  0.012326 ;  
 14; 15; 2; 8192; 0.00002; 0.01256; 0.00000; 0.00000;  2.168667e-07; 4.015333e-07; 0.00000;  0.012609 ;  
 15; 15; 2; 8192; 0.00002; 0.01196; 0.00000; 0.00000;  2.156667e-07; 4.018667e-07; 0.00000;  0.012007 ;  
 16; 15; 2; 8192; 0.00002; 0.01198; 0.00000; 0.00000;  2.159333e-07; 4.028667e-07; 0.00000;  0.012018 ;  
 17; 15; 2; 8192; 0.00002; 0.01253; 0.00000; 0.00000;  2.178000e-07; 4.068000e-07; 0.00000;  0.012573 ;  
 18; 15; 2; 8192; 0.00003; 0.01188; 0.00000; 0.00000;  2.188667e-07; 4.015333e-07; 0.00000;  0.011928 ;  
 19; 15; 2; 8192; 0.00002; 0.01191; 0.00000; 0.00000;  2.204667e-07; 4.113333e-07; 0.00000;  0.011954 ;  
 20; 15; 2; 8192; 0.00051; 0.01142; 0.00000; 0.00000;  2.202667e-07; 4.129333e-07; 0.00000;  0.011947 ;  
 21; 15; 2; 8192; 0.00048; 0.01186; 0.00000; 0.00000;  2.282000e-07; 4.124000e-07; 0.00000;  0.012363 ;  
 22; 15; 2; 8192; 0.00004; 0.01186; 0.00000; 0.00000;  2.180667e-07; 4.031333e-07; 0.00000;  0.011921 ;  
 23; 15; 2; 8192; 0.00051; 0.01139; 0.00000; 0.00000;  2.185333e-07; 4.074667e-07; 0.00000;  0.011917 ;  
 24; 15; 2; 8192; 0.00051; 0.01180; 0.00000; 0.00000;  2.206000e-07; 4.092000e-07; 0.00000;  0.012342 ;  
 25; 15; 2; 8192; 0.00002; 0.01184; 0.00000; 0.00000;  2.171333e-07; 4.016667e-07; 0.00000;  0.011882 ;  
 26; 15; 2; 8192; 0.00052; 0.01138; 0.00000; 0.00000;  2.160000e-07; 4.014000e-07; 0.00000;  0.011919 ;  
 27; 15; 2; 8192; 0.00051; 0.01190; 0.00000; 0.00000;  2.226667e-07; 4.062000e-07; 0.00000;  0.012438 ;  
 28; 15; 2; 8192; 0.00002; 0.01181; 0.00000; 0.00000;  2.160667e-07; 4.040000e-07; 0.00000;  0.011850 ;  
 29; 15; 2; 8192; 0.00052; 0.01132; 0.00000; 0.00000;  2.185333e-07; 4.021333e-07; 0.00000;  0.011869 ;  
 0; 15; 3; 1024; 0.17064; 0.03069; 0.00001; 0.01895;  4.356000e-06; 7.912467e-06; 2.77892;  2.999585 ;  
 1; 15; 3; 1024; 0.00098; 0.01335; 0.00001; 0.01357;  4.644400e-06; 8.553800e-06; 2.69664;  2.724840 ;  
 2; 15; 3; 1024; 0.00080; 0.01323; 0.00001; 0.01360;  4.872933e-06; 8.241600e-06; 2.68091;  2.708819 ;  
 3; 15; 3; 1024; 0.00083; 0.01325; 0.00002; 0.01358;  4.530067e-06; 7.734800e-06; 2.72103;  2.748956 ;  
 4; 15; 3; 1024; 0.00090; 0.01330; 0.00002; 0.01352;  4.598733e-06; 8.118600e-06; 2.69942;  2.727430 ;  
 5; 15; 3; 1024; 0.00065; 0.01326; 0.00001; 0.01363;  4.718600e-06; 8.120067e-06; 2.73025;  2.758060 ;  
 6; 15; 3; 1024; 0.00091; 0.01329; 0.00001; 0.01361;  4.463933e-06; 8.309400e-06; 2.70452;  2.732604 ;  
 7; 15; 3; 1024; 0.00066; 0.01331; 0.00001; 0.01362;  4.267467e-06; 7.808200e-06; 2.73265;  2.760500 ;  
 8; 15; 3; 1024; 0.00083; 0.01330; 0.00001; 0.01359;  4.461000e-06; 7.838533e-06; 2.71039;  2.738393 ;  
 9; 15; 3; 1024; 0.00096; 0.01330; 0.00001; 0.01362;  4.586533e-06; 8.188267e-06; 2.68112;  2.709295 ;  
 10; 15; 3; 1024; 0.00085; 0.01335; 0.00001; 0.01358;  4.574200e-06; 7.715333e-06; 2.73507;  2.763116 ;  
 11; 15; 3; 1024; 0.00084; 0.01326; 0.00001; 0.01357;  5.686867e-06; 7.851467e-06; 2.71602;  2.743973 ;  
 12; 15; 3; 1024; 0.00068; 0.01332; 0.00001; 0.01372;  4.263533e-06; 7.836600e-06; 2.74701;  2.775000 ;  
 13; 15; 3; 1024; 0.00084; 0.01329; 0.00001; 0.01367;  4.377533e-06; 7.869400e-06; 2.72400;  2.752064 ;  
 14; 15; 3; 1024; 0.00079; 0.01339; 0.00001; 0.01365;  4.491867e-06; 8.276867e-06; 2.74182;  2.769935 ;  
 15; 15; 3; 1024; 0.00084; 0.01331; 0.00001; 0.01368;  4.260733e-06; 7.888133e-06; 2.71994;  2.748037 ;  
 16; 15; 3; 1024; 0.00069; 0.01329; 0.00001; 0.01372;  4.397733e-06; 7.665800e-06; 2.70606;  2.734025 ;  
 17; 15; 3; 1024; 0.00086; 0.01332; 0.00001; 0.01369;  4.418867e-06; 7.770600e-06; 2.74609;  2.774230 ;  
 18; 15; 3; 1024; 0.00165; 0.01321; 0.00001; 0.01369;  4.316400e-06; 8.020533e-06; 2.72743;  2.756260 ;  
 19; 15; 3; 1024; 0.00069; 0.01335; 0.00001; 0.01370;  4.289400e-06; 8.064133e-06; 2.75093;  2.778934 ;  
 20; 15; 3; 1024; 0.00084; 0.01334; 0.00001; 0.01369;  4.350867e-06; 7.589200e-06; 2.71760;  2.745734 ;  
 21; 15; 3; 1024; 0.00067; 0.01338; 0.00001; 0.01373;  4.219800e-06; 7.717933e-06; 2.77537;  2.803420 ;  
 22; 15; 3; 1024; 0.00086; 0.01329; 0.00001; 0.01383;  4.159133e-06; 8.117200e-06; 2.74339;  2.771651 ;  
 23; 15; 3; 1024; 0.00083; 0.01333; 0.00001; 0.01384;  4.518467e-06; 8.207533e-06; 2.73781;  2.766089 ;  
 24; 15; 3; 1024; 0.00087; 0.01339; 0.00001; 0.01379;  4.509467e-06; 7.819467e-06; 2.78836;  2.816671 ;  
 25; 15; 3; 1024; 0.00107; 0.01331; 0.00001; 0.01381;  4.282400e-06; 7.894400e-06; 2.73645;  2.764912 ;  
 26; 15; 3; 1024; 0.00069; 0.01334; 0.00001; 0.01383;  5.097067e-06; 7.799267e-06; 2.78083;  2.808970 ;  
 27; 15; 3; 1024; 0.00086; 0.01331; 0.00001; 0.01381;  4.251400e-06; 7.714667e-06; 2.73316;  2.761402 ;  
 28; 15; 3; 1024; 0.00069; 0.01332; 0.00001; 0.01382;  4.387933e-06; 7.823400e-06; 2.75172;  2.779814 ;  
 29; 15; 3; 1024; 0.00107; 0.01349; 0.00001; 0.01382;  5.652667e-06; 9.845667e-06; 2.73643;  2.765154 ;  
 0; 15; 3; 2048; 0.00096; 0.32795; 0.00001; 0.01382;  4.457867e-06; 7.867600e-06; 2.75112;  3.094117 ;  
 1; 15; 3; 2048; 0.00088; 0.32828; 0.00001; 0.01375;  4.159000e-06; 7.637333e-06; 2.74199;  3.085161 ;  
 2; 15; 3; 2048; 0.00087; 0.32800; 0.00001; 0.01395;  4.259333e-06; 7.747133e-06; 2.77839;  3.121471 ;  
 3; 15; 3; 2048; 0.00107; 0.32800; 0.00001; 0.01383;  4.328600e-06; 7.853267e-06; 2.75682;  3.099992 ;  
 4; 15; 3; 2048; 0.00088; 0.32790; 0.00001; 0.01380;  4.420800e-06; 8.117400e-06; 2.75406;  3.096915 ;  
 5; 15; 3; 2048; 0.00089; 0.32804; 0.00001; 0.01382;  4.310400e-06; 7.758400e-06; 2.77101;  3.114021 ;  
 6; 15; 3; 2048; 0.00157; 0.32793; 0.00001; 0.01378;  4.642867e-06; 9.205200e-06; 2.75299;  3.096576 ;  
 7; 15; 3; 2048; 0.00104; 0.32819; 0.00001; 0.01381;  4.858667e-06; 7.846267e-06; 2.75370;  3.097008 ;  
 8; 15; 3; 2048; 0.00092; 0.32815; 0.00001; 0.01382;  4.598733e-06; 7.935067e-06; 2.78178;  3.124940 ;  
 9; 15; 3; 2048; 0.00108; 0.32800; 0.00001; 0.01381;  4.431600e-06; 9.195600e-06; 2.74859;  3.091769 ;  
 10; 15; 3; 2048; 0.00088; 0.32814; 0.00001; 0.01381;  4.152933e-06; 8.236067e-06; 2.76130;  3.104395 ;  
 11; 15; 3; 2048; 0.00111; 0.32820; 0.00001; 0.01381;  4.989000e-06; 7.582933e-06; 2.79173;  3.135112 ;  
 12; 15; 3; 2048; 0.00111; 0.32804; 0.00001; 0.01383;  4.092200e-06; 7.491467e-06; 2.75126;  3.094496 ;  
 13; 15; 3; 2048; 0.00090; 0.32788; 0.00001; 0.01382;  4.188667e-06; 7.583600e-06; 2.75573;  3.098596 ;  
 14; 15; 3; 2048; 0.00089; 0.32795; 0.00001; 0.01380;  4.555000e-06; 7.514467e-06; 2.78444;  3.127343 ;  
 15; 15; 3; 2048; 0.00107; 0.32805; 0.00001; 0.01381;  4.190933e-06; 7.506667e-06; 2.76264;  3.105831 ;  
 16; 15; 3; 2048; 0.00089; 0.32803; 0.00001; 0.01381;  4.178667e-06; 7.479333e-06; 2.76274;  3.105731 ;  
 17; 15; 3; 2048; 0.00090; 0.32791; 0.00001; 0.01378;  4.174600e-06; 7.567400e-06; 2.77596;  3.118807 ;  
 18; 15; 3; 2048; 0.00108; 0.32791; 0.00001; 0.01379;  4.050467e-06; 7.351133e-06; 2.75907;  3.102106 ;  
 19; 15; 3; 2048; 0.00089; 0.32800; 0.00001; 0.01391;  4.295133e-06; 7.685000e-06; 2.77698;  3.120050 ;  
 20; 15; 3; 2048; 0.00089; 0.32804; 0.00001; 0.01391;  4.228133e-06; 7.594333e-06; 2.80537;  3.148475 ;  
 21; 15; 3; 2048; 0.00108; 0.32796; 0.00001; 0.01392;  4.047667e-06; 7.364267e-06; 2.78164;  3.124845 ;  
 22; 15; 3; 2048; 0.00089; 0.32794; 0.00001; 0.01393;  4.151133e-06; 7.446800e-06; 2.78212;  3.125132 ;  
 23; 15; 3; 2048; 0.00090; 0.32777; 0.00001; 0.01398;  4.169133e-06; 7.479000e-06; 2.81322;  3.156118 ;  
 24; 15; 3; 2048; 0.00150; 0.32811; 0.00001; 0.01391;  4.141400e-06; 7.404933e-06; 2.77048;  3.114257 ;  
 25; 15; 3; 2048; 0.00094; 0.32800; 0.00001; 0.01392;  4.563133e-06; 8.149467e-06; 2.78766;  3.130798 ;  
 26; 15; 3; 2048; 0.00117; 0.32799; 0.00001; 0.01393;  5.253800e-06; 8.228400e-06; 2.79767;  3.141059 ;  
 27; 15; 3; 2048; 0.00131; 0.32803; 0.00001; 0.01393;  4.063000e-06; 7.285867e-06; 2.79530;  3.138824 ;  
 28; 15; 3; 2048; 0.00095; 0.32817; 0.00001; 0.01392;  4.125267e-06; 7.377333e-06; 2.79479;  3.138079 ;  
 29; 15; 3; 2048; 0.00091; 0.32779; 0.00001; 0.01392;  4.123267e-06; 7.386200e-06; 2.80944;  3.152320 ;  
 0; 15; 3; 4096; 0.00110; 1.27879; 0.00001; 0.01393;  4.139600e-06; 7.320333e-06; 2.82462;  4.118698 ;  
 1; 15; 3; 4096; 0.00095; 1.27997; 0.00001; 0.01391;  4.081733e-06; 7.307667e-06; 2.83244;  4.127529 ;  
 2; 15; 3; 4096; 0.00114; 1.27872; 0.00001; 0.01394;  4.122600e-06; 7.391533e-06; 2.83204;  4.126088 ;  
 3; 15; 3; 4096; 0.00093; 1.28060; 0.00001; 0.01394;  4.684133e-06; 7.812267e-06; 2.85248;  4.148220 ;  
 4; 15; 3; 4096; 0.00255; 1.27935; 0.00001; 0.01393;  4.084933e-06; 7.275667e-06; 2.83065;  4.126731 ;  
 5; 15; 3; 4096; 0.00093; 1.27921; 0.00001; 0.01393;  4.118067e-06; 7.388000e-06; 2.83678;  4.131107 ;  
 6; 15; 3; 4096; 0.00111; 1.28063; 0.00001; 0.01392;  4.344400e-06; 7.700667e-06; 2.83361;  4.129531 ;  
 7; 15; 3; 4096; 0.00094; 1.27861; 0.00001; 0.01392;  4.094533e-06; 7.292333e-06; 2.84091;  4.134631 ;  
 8; 15; 3; 4096; 0.00111; 1.28004; 0.00001; 0.01411;  4.168600e-06; 7.856733e-06; 2.84699;  4.142512 ;  
 9; 15; 3; 4096; 0.00091; 1.27794; 0.00001; 0.01405;  4.592400e-06; 7.715800e-06; 2.84764;  4.140806 ;  
 10; 15; 3; 4096; 0.00111; 1.27955; 0.00001; 0.01402;  3.951600e-06; 7.067133e-06; 2.84734;  4.142266 ;  
 11; 15; 3; 4096; 0.00121; 1.27903; 0.00001; 0.01405;  5.206933e-06; 7.751067e-06; 2.85270;  4.147268 ;  
 12; 15; 3; 4096; 0.00115; 1.27733; 0.00001; 0.01403;  5.724933e-06; 7.278533e-06; 2.84943;  4.142216 ;  
 13; 15; 3; 4096; 0.00115; 1.27955; 0.00001; 0.01406;  4.043600e-06; 7.334600e-06; 2.86048;  4.155482 ;  
 14; 15; 3; 4096; 0.00114; 1.27968; 0.00001; 0.01407;  4.262867e-06; 7.792800e-06; 2.84151;  4.136683 ;  
 15; 15; 3; 4096; 0.00099; 1.27831; 0.00002; 0.01403;  4.103533e-06; 7.303067e-06; 2.84835;  4.141967 ;  
 16; 15; 3; 4096; 0.00110; 1.27817; 0.00001; 0.01403;  4.159267e-06; 7.571667e-06; 2.85139;  4.144953 ;  
 17; 15; 3; 4096; 0.00095; 1.27727; 0.00001; 0.01403;  4.867733e-06; 7.859200e-06; 2.84490;  4.137418 ;  
 18; 15; 3; 4096; 0.00113; 1.27797; 0.00002; 0.01400;  4.601133e-06; 8.171867e-06; 2.85050;  4.143902 ;  
 19; 15; 3; 4096; 0.00121; 1.27997; 0.00001; 0.01405;  5.043000e-06; 9.374000e-06; 2.84939;  4.144946 ;  
 20; 15; 3; 4096; 0.00120; 1.27895; 0.00001; 0.01408;  5.714467e-06; 8.599067e-06; 2.84761;  4.142177 ;  
 21; 15; 3; 4096; 0.00134; 1.27823; 0.00001; 0.01402;  4.334733e-06; 7.974533e-06; 2.85604;  4.149909 ;  
 22; 15; 3; 4096; 0.00118; 1.28014; 0.00001; 0.01399;  4.095333e-06; 7.436733e-06; 2.85635;  4.151920 ;  
 23; 15; 3; 4096; 0.00096; 1.27896; 0.00001; 0.01404;  4.091533e-06; 7.715267e-06; 2.86522;  4.159439 ;  
 24; 15; 3; 4096; 0.00115; 1.27722; 0.00001; 0.01405;  4.192333e-06; 7.739200e-06; 2.84221;  4.134890 ;  
 25; 15; 3; 4096; 0.00095; 1.27985; 0.00001; 0.01404;  4.111533e-06; 7.342400e-06; 2.85621;  4.151315 ;  
 26; 15; 3; 4096; 0.00157; 1.27893; 0.00001; 0.01406;  5.371800e-06; 8.013733e-06; 2.86458;  4.159428 ;  
 27; 15; 3; 4096; 0.00124; 1.27712; 0.00001; 0.01403;  4.244067e-06; 7.574200e-06; 2.85253;  4.145197 ;  
 28; 15; 3; 4096; 0.00499; 1.27864; 0.00001; 0.01404;  4.338533e-06; 8.142133e-06; 2.84788;  4.145835 ;  
 29; 15; 3; 4096; 0.00121; 1.27921; 0.00002; 0.01405;  4.406733e-06; 7.877000e-06; 2.85202;  4.146779 ;  
 0; 15; 3; 8192; 0.00191; 3.20548; 0.00003; 0.01406;  5.570133e-06; 9.799733e-06; 3.92474;  7.146563 ;  
 1; 15; 3; 8192; 0.00129; 3.20439; 0.00002; 0.01404;  4.645267e-06; 8.110467e-06; 3.87157;  7.091586 ;  
 2; 15; 3; 8192; 0.00150; 3.20783; 0.00001; 0.01405;  4.144800e-06; 7.347000e-06; 3.87313;  7.096767 ;  
 3; 15; 3; 8192; 0.00108; 3.20352; 0.00001; 0.01407;  4.125067e-06; 7.223667e-06; 3.87676;  7.095679 ;  
 4; 15; 3; 8192; 0.00154; 3.20273; 0.00001; 0.01404;  4.357867e-06; 8.120667e-06; 3.83748;  7.056073 ;  
 5; 15; 3; 8192; 0.00106; 3.20481; 0.00001; 0.01408;  4.202400e-06; 7.453800e-06; 3.85448;  7.074693 ;  
 6; 15; 3; 8192; 0.00125; 3.20080; 0.00001; 0.01411;  4.084533e-06; 7.488467e-06; 3.85793;  7.074348 ;  
 7; 15; 3; 8192; 0.00105; 3.20527; 0.00001; 0.01417;  4.256200e-06; 7.694200e-06; 3.94695;  7.167709 ;  
 8; 15; 3; 8192; 0.00155; 3.20223; 0.00001; 0.01413;  4.427867e-06; 7.924800e-06; 3.98515;  7.203340 ;  
 9; 15; 3; 8192; 0.00136; 3.20505; 0.00001; 0.01414;  5.051267e-06; 7.409467e-06; 3.87388;  7.094698 ;  
 10; 15; 3; 8192; 0.00125; 3.20453; 0.00001; 0.01414;  4.358867e-06; 7.637000e-06; 3.91282;  7.133013 ;  
 11; 15; 3; 8192; 0.00101; 3.20625; 0.00001; 0.01414;  4.932467e-06; 7.483200e-06; 3.92611;  7.147785 ;  
 12; 15; 3; 8192; 0.00124; 3.20438; 0.00001; 0.01412;  4.105200e-06; 7.931733e-06; 3.84468;  7.064680 ;  
 13; 15; 3; 8192; 0.00105; 3.20626; 0.00001; 0.01417;  4.211800e-06; 7.568400e-06; 3.90204;  7.123787 ;  
 14; 15; 3; 8192; 0.00126; 3.20154; 0.00001; 0.01416;  4.093000e-06; 7.327467e-06; 3.90234;  7.119562 ;  
 15; 15; 3; 8192; 0.00157; 3.20356; 0.00001; 0.01413;  4.253267e-06; 7.720333e-06; 3.93677;  7.156305 ;  
 16; 15; 3; 8192; 0.00129; 3.20392; 0.00001; 0.01417;  4.179733e-06; 8.584467e-06; 3.95520;  7.174844 ;  
 17; 15; 3; 8192; 0.00108; 3.20314; 0.00002; 0.01416;  4.728267e-06; 7.736600e-06; 3.90411;  7.122797 ;  
 18; 15; 3; 8192; 0.00141; 3.20134; 0.00001; 0.01414;  4.397333e-06; 7.871400e-06; 3.87442;  7.091587 ;  
 19; 15; 3; 8192; 0.00102; 3.20488; 0.00001; 0.01416;  4.075533e-06; 8.503667e-06; 3.86824;  7.088576 ;  
 20; 15; 3; 8192; 0.00126; 3.20096; 0.00001; 0.01414;  4.265133e-06; 7.791400e-06; 3.92884;  7.145466 ;  
 21; 15; 3; 8192; 0.00106; 3.19964; 0.00001; 0.01416;  4.295067e-06; 7.449867e-06; 3.92010;  7.135212 ;  
 22; 15; 3; 8192; 0.00126; 3.20438; 0.00001; 0.01414;  5.018400e-06; 7.867533e-06; 3.91700;  7.137072 ;  
 23; 15; 3; 8192; 0.00135; 3.20446; 0.00001; 0.01414;  4.328333e-06; 7.895333e-06; 3.89535;  7.115577 ;  
 24; 15; 3; 8192; 0.00130; 3.20290; 0.00001; 0.01413;  4.234467e-06; 7.067067e-06; 3.89345;  7.112025 ;  
 25; 15; 3; 8192; 0.00105; 3.20232; 0.00001; 0.01416;  4.309533e-06; 7.581733e-06; 3.93520;  7.153005 ;  
 26; 15; 3; 8192; 0.00155; 3.20075; 0.00001; 0.01417;  5.299533e-06; 9.006067e-06; 3.85418;  7.070958 ;  
 27; 15; 3; 8192; 0.00108; 3.20618; 0.00001; 0.01414;  4.238267e-06; 7.843667e-06; 3.88666;  7.108317 ;  
 28; 15; 3; 8192; 0.00131; 3.20679; 0.00001; 0.01416;  4.190667e-06; 7.795333e-06; 3.93091;  7.153438 ;  
 29; 15; 3; 8192; 0.00106; 3.20188; 0.00001; 0.01414;  4.195533e-06; 7.453733e-06; 3.90581;  7.123148 ; 
