0,15,1,1024,0.12113,0.00154,1E-05,0.00128,0.01598,4E-05,2E-05,0.366755
1,15,1,1024,0.00038,0.00156,1E-05,0.00123,0.01209,3E-05,2E-05,0.186886
2,15,1,1024,0.00028,0.00134,1E-05,0.00091,0.01164,3E-05,2E-05,0.179435
3,15,1,1024,0.00047,0.00136,1E-05,0.00093,0.01164,3E-05,2E-05,0.179716
4,15,1,1024,0.00029,0.00136,1E-05,0.00093,0.01168,3E-05,2E-05,0.180073
0,15,1,2048,0.00045,0.00419,1E-05,0.00092,0.01165,4E-05,2E-05,0.18459
1,15,1,2048,0.00046,0.00422,1E-05,0.00092,0.01165,4E-05,2E-05,0.184625
2,15,1,2048,0.00045,0.00419,1E-05,0.00093,0.01167,4E-05,2E-05,0.184803
3,15,1,2048,0.00029,0.00416,1E-05,0.00092,0.01165,4E-05,2E-05,0.184364
4,15,1,2048,0.00064,0.00422,1E-05,0.00092,0.01165,5E-05,7E-05,0.184952
0,15,1,4096,0.00075,0.01255,1E-05,0.00092,0.01304,7E-05,2E-05,0.217913
1,15,1,4096,0.00063,0.01259,1E-05,0.00092,0.01311,7E-05,2E-05,0.218755
2,15,1,4096,0.00348,0.01265,1E-05,0.00092,0.01288,7E-05,2E-05,0.218222
3,15,1,4096,0.00066,0.01259,1E-05,0.00092,0.01303,7E-05,2E-05,0.217672
4,15,1,4096,0.00067,0.01255,1E-05,0.00092,0.01317,7E-05,2E-05,0.219707
0,15,1,8192,0.00081,0.16162,1E-05,0.00093,0.01838,0.00013,2E-05,0.45454
1,15,1,8192,0.00083,0.16155,1E-05,0.00092,0.0184,0.00012,2E-05,0.454767
2,15,1,8192,0.00083,0.16166,1E-05,0.00092,0.01874,0.00013,2E-05,0.460025
3,15,1,8192,0.00156,0.16155,1E-05,0.00093,0.01835,0.00013,2E-05,0.454873
4,15,1,8192,0.00086,0.16157,1E-05,0.00092,0.01837,0.00013,2E-05,0.454503
0,15,3,1024,0.12755,0.01404,1E-05,0.01901,0.14938,0.00025,6E-05,2.407299
1,15,3,1024,0.00098,0.0133,1E-05,0.01356,0.144,0.00024,2E-05,2.193731
2,15,3,1024,0.00067,0.01333,1E-05,0.01355,0.14358,0.00025,5E-05,2.18718
3,15,3,1024,0.0009,0.01333,1E-05,0.01356,0.14456,0.00024,2E-05,2.201951
4,15,3,1024,0.0008,0.01328,1E-05,0.01354,0.14373,0.00024,2E-05,2.189454
0,15,3,2048,0.00084,0.32784,1E-05,0.01373,0.14648,0.00046,5E-05,2.550509
1,15,3,2048,0.00092,0.32827,1E-05,0.0136,0.14605,0.00046,2E-05,2.54441
2,15,3,2048,0.00084,0.32808,1E-05,0.01363,0.14599,0.00046,5E-05,2.543324
3,15,3,2048,0.00093,0.32811,1E-05,0.01361,0.14738,0.00046,2E-05,2.563992
4,15,3,2048,0.00564,0.32807,1E-05,0.0136,0.14604,0.00046,2E-05,2.548621
0,15,3,4096,0.00092,1.27892,2E-05,0.0136,0.18728,0.00089,3E-05,4.123152
1,15,3,4096,0.00113,1.27975,1E-05,0.01369,0.18634,0.0009,2E-05,4.110273
2,15,3,4096,0.00089,1.28045,1E-05,0.01365,0.18832,0.0009,2E-05,4.140483
3,15,3,4096,0.00105,1.27978,1E-05,0.01367,0.18616,0.0009,5E-05,4.107648
4,15,3,4096,0.001,1.28055,1E-05,0.01367,0.18767,0.0009,2E-05,4.131004
0,15,3,8192,0.00114,3.20011,1E-05,0.01382,0.25152,0.00178,3E-05,7.029036
1,15,3,8192,0.00094,3.20424,1E-05,0.01376,0.25216,0.00178,2E-05,7.042365
2,15,3,8192,0.00116,3.2031,1E-05,0.01403,0.25185,0.00179,6E-05,7.037835
3,15,3,8192,0.0011,3.20536,1E-05,0.01385,0.25192,0.00179,2E-05,7.04059
4,15,3,8192,0.00114,3.20122,1E-05,0.01388,0.25244,0.00179,2E-05,7.044246
0,15,5,1024,0.18911,0.01462,1E-05,0.01978,0.16953,0.00025,6E-05,2.772602
1,15,5,1024,0.00108,0.01377,1E-05,0.01385,0.16627,0.00025,5E-05,2.528831
2,15,5,1024,0.00087,0.01387,1E-05,0.0139,0.16571,0.00025,2E-05,2.520233
3,15,5,1024,0.00066,0.01382,1E-05,0.01388,0.16555,0.00025,3E-05,2.517481
4,15,5,1024,0.00082,0.01384,1E-05,0.01388,0.16708,0.00025,5E-05,2.54083
0,15,5,2048,0.0009,0.34104,1E-05,0.01401,0.16837,0.00046,2E-05,2.892359
1,15,5,2048,0.00081,0.34121,2E-05,0.01397,0.16823,0.00047,3E-05,2.890522
2,15,5,2048,0.00094,0.34112,1E-05,0.01397,0.16788,0.00047,2E-05,2.885091
3,15,5,2048,0.00101,0.34133,1E-05,0.01408,0.16859,0.00047,5E-05,2.896352
4,15,5,2048,0.02785,0.34114,1E-05,0.01406,0.16812,0.00047,2E-05,2.915921
0,15,5,4096,0.00087,1.29022,1E-05,0.01412,0.21155,0.0009,2E-05,4.499379
1,15,5,4096,0.00105,1.29028,1E-05,0.01406,0.20593,0.0009,2E-05,4.415307
2,15,5,4096,0.00087,1.2904,1E-05,0.01408,0.21039,0.00091,5E-05,4.482283
3,15,5,4096,0.00115,1.29049,1E-05,0.01411,0.20709,0.00091,2E-05,4.433154
4,15,5,4096,0.00091,1.2894,1E-05,0.01411,0.21089,0.00091,2E-05,4.488894
0,15,5,8192,0.00117,3.21597,1E-05,0.0142,0.28136,0.0018,2E-05,7.49343
1,15,5,8192,0.00097,3.21657,1E-05,0.01421,0.28044,0.00181,5E-05,7.480256
2,15,5,8192,0.00126,3.21678,1E-05,0.0143,0.27978,0.00181,2E-05,7.470947
3,15,5,8192,0.00097,3.21087,1E-05,0.01435,0.28107,0.00181,2E-05,7.484243
4,15,5,8192,0.00113,3.21179,1E-05,0.01437,0.28017,0.00181,2E-05,7.471854
0,15,6,1024,0.13735,0.02386,0,0.00536,54.95494,2E-05,7E-05,824.49361
1,15,6,1024,0.00168,0.02169,0,0.00602,55.11069,0.0001,5E-05,826.693891
2,15,6,1024,0.00153,0.02144,0,0.00685,55.149,0.0001,5E-05,827.269254
3,15,6,1024,0.00152,0.01955,0,0.00664,55.30951,9E-05,0.00044,829.67481
4,15,6,1024,0.00164,0.02252,0,0.00673,55.18759,0.00015,0.00048,827.850275
0,15,6,2048,0.00168,0.02066,0,0.00693,71.01983,2E-05,0.00054,1065.332095
1,15,6,2048,0.00166,0.02034,0,0.00691,70.38402,2E-05,6E-05,1055.794138
2,15,6,2048,0.00174,0.02147,0,0.0069,70.77318,9E-05,7E-05,1061.634114
3,15,6,2048,0.0017,0.02097,0,0.00652,71.41294,9E-05,6E-05,1071.229427
4,15,6,2048,0.0019,0.02093,0,0.00686,69.90665,2E-05,6E-05,1048.634357
0,15,6,4096,0.00208,0.02064,0,0.00716,103.44862,9E-05,6E-05,1551.769295
1,15,6,4096,0.00193,0.02106,0,0.00681,103.75525,6E-05,0.00061,1556.368841
2,15,6,4096,0.0021,0.02575,0,0.00717,103.53081,5E-05,9E-05,1553.006716
3,15,6,4096,0.00258,0.02097,0,0.0072,103.55328,6E-05,0.00051,1553.340139
4,15,6,4096,0.00196,0.02039,0,0.00743,103.69681,5E-05,8E-05,1555.491552
0,15,6,8192,0.00242,0.0252,0,0.0073,121.66219,0.00017,9E-05,1824.987162
1,15,6,8192,0.00228,0.02013,0,0.00611,121.83854,0.00012,0.00057,1827.625654
2,15,6,8192,0.00239,0.02314,0,0.00722,121.77121,0.00011,0.00306,1826.622163
3,15,6,8192,0.00899,0.02142,0,0.00744,121.80114,9E-05,0.0001,1827.073032
4,15,6,8192,0.00293,0.02534,0,0.00722,121.83279,9E-05,8E-05,1827.545361
0,15,7,1024,0.12866,0.15245,1E-05,0.04822,0.43306,0.00055,6E-05,6.835981
1,15,7,1024,0.0012,0.15202,1E-05,0.03493,0.43189,0.00054,5E-05,6.677289
2,15,7,1024,0.00123,0.15214,1E-05,0.03484,0.43143,0.00054,5E-05,6.670415
3,15,7,1024,0.00106,0.1522,1E-05,0.03495,0.43055,0.00054,5E-05,6.657239
4,15,7,1024,0.00128,0.15215,1E-05,0.03497,0.43186,0.00054,2E-05,6.676824
0,15,7,2048,0.00105,0.872,1E-05,0.03513,0.43751,0.00104,5E-05,7.490609
1,15,7,2048,0.00127,0.87175,1E-05,0.03532,0.43615,0.00104,2E-05,7.470285
2,15,7,2048,0.00103,0.87171,1E-05,0.03531,0.43415,0.00104,3E-05,7.440382
3,15,7,2048,0.00124,0.87195,2E-05,0.03529,0.43634,0.00104,3E-05,7.473317
4,15,7,2048,0.00144,0.872,1E-05,0.03518,0.43599,0.00105,2E-05,7.468407
0,15,7,4096,0.00135,2.36272,1E-05,0.03551,0.55193,0.00206,2E-05,10.717299
1,15,7,4096,0.0011,2.3616,1E-05,0.03585,0.55578,0.00207,4E-05,10.774238
2,15,7,4096,0.00139,2.36253,2E-05,0.03591,0.55551,0.00207,3E-05,10.771602
3,15,7,4096,0.00119,2.36061,1E-05,0.03619,0.56078,0.00209,2E-05,10.849067
4,15,7,4096,0.0013,2.36053,1E-05,0.03616,0.5609,0.00209,2E-05,10.850892
0,15,7,8192,0.0012,5.37857,1E-05,0.03614,0.87044,0.00414,4E-05,18.550601
1,15,7,8192,0.00141,5.37493,1E-05,0.03646,0.87679,0.00417,3E-05,18.643028
2,15,7,8192,0.00122,5.37691,1E-05,0.03691,0.87758,0.0042,2E-05,18.657971
3,15,7,8192,0.00145,5.37785,1E-05,0.03691,0.88375,0.00423,4E-05,18.752551
4,15,7,8192,0.00129,5.37761,1E-05,0.03761,0.89387,0.00426,4E-05,18.904785
0,15,8,1024,0.18163,0.43206,1E-05,0.06723,1.10511,0.00105,0.00016,17.276085
1,15,8,1024,0.00211,0.43228,2E-05,0.06756,1.11632,0.00104,6E-05,17.26525
2,15,8,1024,0.00149,0.4325,1E-05,0.06769,1.11048,0.00105,7E-05,17.177235
3,15,8,1024,0.00152,0.43229,1E-05,0.0678,1.11118,0.00104,6E-05,17.187593
4,15,8,1024,0.00156,0.43267,1E-05,0.06781,1.11488,0.00104,4E-05,17.243911
0,15,8,2048,0.00194,1.43621,1E-05,0.06827,1.12906,0.00201,6E-05,18.477292
1,15,8,2048,0.00161,1.43708,1E-05,0.06825,1.14341,0.00201,4E-05,18.692978
2,15,8,2048,0.00156,1.43773,1E-05,0.06829,1.13343,0.00201,4E-05,18.544219
3,15,8,2048,0.00147,1.43659,1E-05,0.0689,1.14169,0.00203,6E-05,18.667449
4,15,8,2048,0.01156,1.43606,3E-05,0.0687,1.14913,0.00203,4E-05,18.788309
0,15,8,4096,0.00161,3.51156,1E-05,0.06885,1.35074,0.00397,4E-05,23.911179
1,15,8,4096,0.00167,3.51214,2E-05,0.06878,1.35693,0.00397,4E-05,24.004824
2,15,8,4096,0.00171,3.50808,2E-05,0.06943,1.3626,0.00401,3E-05,24.087219
3,15,8,4096,0.00168,3.51202,1E-05,0.06938,1.36996,0.00401,8E-05,24.201654
4,15,8,4096,0.00246,3.5091,1E-05,0.06937,1.36812,0.00401,4E-05,24.171796
0,15,8,8192,0.00175,7.77116,2E-05,0.06914,1.97791,0.00792,0.00011,37.646348
1,15,8,8192,0.00199,7.77142,1E-05,0.06946,1.97509,0.00794,5E-05,37.604826
2,15,8,8192,0.00193,7.77072,1E-05,0.07009,1.98496,0.00802,8E-05,37.753982
3,15,8,8192,0.00209,7.76807,1E-05,0.06997,1.98886,0.00805,7E-05,37.810471
4,15,8,8192,0.002,7.76775,1E-05,0.07061,1.99885,0.00811,4E-05,37.961899
0,15,9,1024,0.13139,0.01819,0,0.00425,41.75022,2E-05,5E-05,626.410031
1,15,9,1024,0.0015,0.01709,0,0.00597,41.86409,1E-05,5E-05,627.988768
2,15,9,1024,0.00151,0.01658,0,0.00522,41.78565,2E-05,5E-05,626.810982
3,15,9,1024,0.00152,0.01689,0,0.0057,41.84536,2E-05,8E-05,627.70728
4,15,9,1024,0.00216,0.01989,0,0.00585,41.79684,1E-05,0.0001,626.983233
0,15,9,2048,0.00168,0.01816,0,0.00605,49.40786,2E-05,5E-05,741.14867
1,15,9,2048,0.00216,0.01698,0,0.00543,50.87124,1E-05,6E-05,763.098043
2,15,9,2048,0.00163,0.01637,0,0.00602,51.14632,2E-05,7E-05,767.223714
3,15,9,2048,0.00548,0.02214,0,0.00675,50.74941,2E-05,7E-05,761.280643
4,15,9,2048,0.00188,0.01741,0,0.0058,51.04196,2E-05,7E-05,765.659439
0,15,9,4096,0.00186,0.01817,0,0.00573,76.67237,1E-05,0.0001,1150.120328
1,15,9,4096,0.00207,0.01738,0,0.00626,76.87496,2E-05,6E-05,1153.15898
2,15,9,4096,0.0019,0.01689,0,0.00606,76.82637,1E-05,5E-05,1152.429254
3,15,9,4096,0.00192,0.01788,0,0.00604,76.64333,1E-05,6E-05,1149.68455
4,15,9,4096,0.00191,0.01734,0,0.00625,76.86249,1E-05,6E-05,1152.971669
0,15,9,8192,0.0023,0.017,0,0.00497,91.07257,2E-05,5E-05,1366.129733
1,15,9,8192,0.00222,0.01677,0,0.00612,91.05647,2E-05,6E-05,1365.889095
2,15,9,8192,0.00226,0.01595,0,0.00533,91.1286,2E-05,6E-05,1366.969662
3,15,9,8192,0.00219,0.01662,0,0.00574,91.07038,1E-05,6E-05,1366.097157
4,15,9,8192,0.00232,0.01646,0,0.00503,91.04981,1E-05,8E-05,1365.787808
0,15,10,1024,0.14501,1.68208,1E-05,0.38943,9.10075,0.00543,5E-05,138.815319
1,15,10,1024,0.00163,1.68329,1E-05,0.39959,9.26526,0.0055,6E-05,141.151073
2,15,10,1024,0.00154,1.6841,1E-05,0.40002,9.21856,0.00551,6E-05,140.452119
3,15,10,1024,0.00156,1.68332,1E-05,0.39868,9.28266,0.00551,6E-05,141.411421
4,15,10,1024,0.00164,1.68197,1E-05,0.39842,9.28048,0.00551,6E-05,141.377223
0,15,10,2048,0.00168,3.97081,1E-05,0.39913,9.36325,0.01063,0.00011,144.987252
1,15,10,2048,0.00207,3.97455,3E-05,0.39943,9.31232,0.01062,0.0001,144.227925
2,15,10,2048,0.00172,3.97584,1E-05,0.3979,9.34666,0.01062,7E-05,144.7421
3,15,10,2048,0.00218,3.97287,1E-05,0.39854,9.36372,0.01062,5E-05,144.995697
4,15,10,2048,0.0019,3.97838,1E-05,0.40047,9.33914,0.01062,6E-05,144.634997
0,15,10,4096,0.00184,8.79675,1E-05,0.39903,11.48339,0.021,6E-05,181.773951
1,15,10,4096,0.00184,8.79486,1E-05,0.40183,11.49695,0.02104,7E-05,181.979678
2,15,10,4096,0.00194,8.7938,2E-05,0.40213,11.5089,0.02106,0.00188,182.161208
3,15,10,4096,0.00346,8.80585,5E-05,0.40588,11.52756,0.02104,0.0001,182.455859
4,15,10,4096,0.0019,8.79437,2E-05,0.40166,11.48541,0.02104,9E-05,181.806854
0,15,10,8192,0.00274,26.55895,5E-05,0.40307,13.55181,0.04199,7E-05,230.890939
1,15,10,8192,0.02298,26.5679,3E-05,0.40665,13.54099,0.04207,0.00064,230.763511
2,15,10,8192,0.00392,26.54784,2E-05,0.40715,13.57418,0.04207,0.00121,231.222487
3,15,10,8192,0.00217,26.56507,2E-05,0.40621,13.58222,0.04207,7E-05,231.358379
4,15,10,8192,0.00222,26.56848,2E-05,0.40569,13.5374,0.04208,7E-05,230.688208
0,15,11,1024,0.14266,0.11622,0,0.02246,190.81209,2E-05,7E-05,2862.4661
1,15,11,1024,0.00202,0.10458,0,0.02245,191.23152,2E-05,5E-05,2868.605178
2,15,11,1024,0.00266,0.11371,0,0.02134,188.95325,2E-05,5E-05,2834.43967
3,15,11,1024,0.00256,0.10299,0,0.02164,189.75418,2E-05,5E-05,2846.443336
4,15,11,1024,0.00282,0.11833,0,0.02344,189.82278,2E-05,5E-05,2847.489551
0,15,11,2048,0.00281,0.10114,0,0.02012,216.08688,2E-05,5E-05,3241.432458
1,15,11,2048,0.00303,0.11864,1E-05,0.0243,216.50525,2E-05,7E-05,3247.729944
2,15,11,2048,0.00324,0.11914,0,0.02413,216.29747,2E-05,5E-05,3244.613729
3,15,11,2048,0.00291,0.11036,0,0.02325,215.91248,2E-05,6E-05,3238.828948
4,15,11,2048,0.00327,0.11903,0,0.02418,216.583,2E-05,0.00011,3248.896794
0,15,11,4096,0.00344,0.10875,0,0.02067,276.84033,2E-05,8E-05,4152.747078
1,15,11,4096,0.0037,0.10499,0,0.02252,276.92016,2E-05,0.00012,4153.942948
2,15,11,4096,0.00423,0.13824,0,0.0241,277.27648,2E-05,0.00011,4159.323256
3,15,11,4096,0.00283,0.10615,0,0.02219,277.03648,2E-05,0.00011,4155.687683
4,15,11,4096,0.0036,0.11954,0,0.02409,276.66078,2E-05,0.0001,4150.068243
0,15,11,8192,0.00416,0.10531,0,0.02216,475.74713,2E-05,8E-05,7136.355832
1,15,11,8192,0.00403,0.10278,0,0.02147,472.31138,2E-05,0.00011,7084.816165
2,15,11,8192,0.00395,0.10331,0,0.02161,0.00311,0,0,0.175532
3,15,11,8192,0.00102,0.09026,0,0,0,0,0,0.091317
4,15,11,8192,0.00099,0.08887,0,0,0,0,0,0.089898
0,15,12,1024,0.16463,1.17394,1E-05,0.2239,5.46611,0.0034,0.00025,83.609165
1,15,12,1024,0.0028,1.17351,3E-05,0.22587,5.45012,0.00341,9E-05,83.209433
2,15,12,1024,0.01946,1.1742,2E-05,0.22573,5.47683,0.00341,0.00042,83.628181
3,15,12,1024,0.0048,1.17409,2E-05,0.22834,5.458,0.00361,8E-05,83.336021
4,15,12,1024,0.00196,1.17401,1E-05,0.22606,5.457,0.00347,8E-05,83.313966
0,15,12,2048,0.00221,2.92104,2E-05,0.22551,5.52589,0.00654,7E-05,86.141206
1,15,12,2048,0.00217,2.92301,3E-05,0.22953,5.59925,0.00662,8E-05,87.249519
2,15,12,2048,0.00205,2.92364,1E-05,0.22955,5.58104,0.00671,7E-05,86.977488
3,15,12,2048,0.00167,2.92045,2E-05,0.22728,5.58219,0.0066,9E-05,86.987278
4,15,12,2048,0.00229,2.92011,1E-05,0.22718,5.58351,0.0066,8E-05,87.008977
0,15,12,4096,0.00224,6.48499,3E-05,0.22802,7.61482,0.01305,8E-05,121.143925
1,15,12,4096,0.00225,6.48952,2E-05,0.22934,7.60059,0.01322,0.00011,120.938622
2,15,12,4096,0.00227,6.48228,2E-05,0.23188,7.64839,0.01306,9E-05,121.649152
3,15,12,4096,0.0023,6.48452,3E-05,0.22972,7.64784,0.01313,9E-05,121.64233
4,15,12,4096,0.00227,6.4845,3E-05,0.22947,7.66281,0.01306,8E-05,121.865809
0,15,12,8192,0.00273,18.1191,4E-05,0.22965,9.20486,0.02612,9E-05,156.835089
1,15,12,8192,0.00276,18.13139,4E-05,0.22904,9.19402,0.02603,9E-05,156.683635
2,15,12,8192,0.00288,18.11161,4E-05,0.23283,9.18982,0.02586,9E-05,156.601868
3,15,12,8192,0.00263,18.12349,4E-05,0.2316,9.19873,0.02591,9E-05,156.749178
4,15,12,8192,0.00266,18.12943,4E-05,0.23286,9.21679,0.02605,9E-05,157.029423
4,15,12,16384,0.00266,18.12943,4E-05,0.23286,9.21679,0.02605,9E-05,157.029423
